"asv","sample","abundance","id","age_class","sex","side","kingdom","phylum","class","order","fam","genus"
"ASV8","S18",711,"Sheep28","Lamb","Male","East","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium"
"ASV3","S32",708,"Sheep27","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV7","S31",704,"Sheep25","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV152","S9",703,"Sheep5","Adult","Male","East","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2"
"ASV11","S9",700,"Sheep5","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV23","S54",699,"Sheep16","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA
"ASV7","S35",695,"Sheep30","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV2","S20",694,"Sheep14","Adult","Female","West","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella"
"ASV28","S9",693,"Sheep5","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV78","S12",692,"Sheep20","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA
"ASV47","S56",690,"Sheep1","Adult","Female","East","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum"
"ASV5","S55",687,"Sheep3","Adult","Female","East","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV7","S20",687,"Sheep14","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV5","S31",683,"Sheep25","Lamb","Female","East","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV10","S10",681,"Sheep6","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV21","S35",681,"Sheep30","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV3","S52",678,"Sheep23","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV37","S32",677,"Sheep27","Lamb","Male","West","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"ASV18","S56",673,"Sheep1","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV51","S45",672,"Sheep9","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","F082",NA
"ASV14","S21",671,"Sheep15","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001"
"ASV4","S1",669,"Sheep8","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV32","S9",667,"Sheep5","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001"
"ASV14","S9",665,"Sheep5","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001"
"ASV8","S47",665,"Sheep19","Lamb","Male","East","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium"
"ASV62","S21",663,"Sheep15","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"ASV7","S59",663,"Sheep18","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV90","S18",661,"Sheep28","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV15","S18",659,"Sheep28","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV4","S21",658,"Sheep15","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV48","S32",656,"Sheep27","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA
"ASV3","S59",652,"Sheep18","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV16","S45",649,"Sheep9","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV11","S44",645,"Sheep11","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV12","S37",643,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"ASV274","S35",643,"Sheep30","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001"
"ASV6","S8",643,"Sheep13","Adult","Female","East","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV6","S60",639,"Sheep22","Lamb","Female","West","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV202","S9",638,"Sheep5","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","M2PB4-65_termite_group",NA
"ASV11","S1",636,"Sheep8","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV103","S28",632,"Sheep17","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV4","S44",630,"Sheep11","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV669","S53",630,"Sheep26","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA
"ASV7","S52",630,"Sheep23","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV3","S8",628,"Sheep13","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV11","S10",625,"Sheep6","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV7","S43",624,"Sheep10","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV3","S1",623,"Sheep8","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV6","S61",622,"Sheep21","Lamb","Female","West","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV10","S14",619,"Sheep24","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV40","S35",618,"Sheep30","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV57","S47",615,"Sheep19","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV5","S40",613,"Sheep4","Adult","Male","East","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV15","S54",611,"Sheep16","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV16","S53",609,"Sheep26","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV65","S28",608,"Sheep17","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV69","S56",607,"Sheep1","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1"
"ASV21","S28",606,"Sheep17","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV9","S37",605,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV15","S10",603,"Sheep6","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV45","S54",603,"Sheep16","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV9","S40",597,"Sheep4","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV260","S59",594,"Sheep18","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV3","S6",593,"Sheep2","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV14","S37",589,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001"
"ASV171","S59",589,"Sheep18","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"ASV15","S45",588,"Sheep9","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV11","S55",587,"Sheep3","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV13","S20",585,"Sheep14","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV4","S55",583,"Sheep3","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV7","S56",582,"Sheep1","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV10","S55",580,"Sheep3","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV260","S18",580,"Sheep28","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV8","S9",578,"Sheep5","Adult","Male","East","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium"
"ASV638","S18",577,"Sheep28","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"ASV3","S35",571,"Sheep30","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV144","S12",570,"Sheep20","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"ASV740","S28",569,"Sheep17","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV23","S37",568,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA
"ASV4","S12",568,"Sheep20","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV5","S6",568,"Sheep2","Adult","Female","East","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV11","S8",567,"Sheep13","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV610","S35",566,"Sheep30","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV9","S59",566,"Sheep18","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV732","S10",565,"Sheep6","Adult","Male","East","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"ASV3","S56",563,"Sheep1","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV8","S28",563,"Sheep17","Lamb","Female","East","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium"
"ASV9","S61",561,"Sheep21","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV12","S6",560,"Sheep2","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"ASV244","S12",554,"Sheep20","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV12","S9",552,"Sheep5","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"ASV2","S60",550,"Sheep22","Lamb","Female","West","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella"
"ASV22","S59",549,"Sheep18","Lamb","Female","West","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"ASV30","S18",549,"Sheep28","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter"
"ASV81","S28",549,"Sheep17","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV99","S52",549,"Sheep23","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV4","S6",548,"Sheep2","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV11","S43",547,"Sheep10","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV59","S21",546,"Sheep15","Adult","Male","East","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV7","S55",544,"Sheep3","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV28","S37",542,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV3","S21",542,"Sheep15","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV10","S31",541,"Sheep25","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV22","S55",540,"Sheep3","Adult","Female","East","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"ASV11","S54",539,"Sheep16","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV62","S53",539,"Sheep26","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"ASV9","S14",539,"Sheep24","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV195","S56",538,"Sheep1","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1"
"ASV9","S45",538,"Sheep9","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV3","S61",537,"Sheep21","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV15","S44",536,"Sheep11","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV10","S8",535,"Sheep13","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV5","S53",535,"Sheep26","Lamb","Female","West","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV22","S53",534,"Sheep26","Lamb","Female","West","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"ASV31","S10",532,"Sheep6","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV16","S18",530,"Sheep28","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV8","S45",530,"Sheep9","Adult","Female","East","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium"
"ASV41","S10",528,"Sheep6","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"ASV7","S10",525,"Sheep6","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV14","S55",524,"Sheep3","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001"
"ASV231","S37",524,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV2","S43",523,"Sheep10","Adult","Male","East","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella"
"ASV15","S55",522,"Sheep3","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV71","S37",522,"Sheep29","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"ASV9","S35",522,"Sheep30","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV10","S1",521,"Sheep8","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV42","S28",520,"Sheep17","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV10","S37",518,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV49","S37",518,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA
"ASV7","S47",517,"Sheep19","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV8","S12",515,"Sheep20","Lamb","Female","East","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium"
"ASV152","S10",514,"Sheep6","Adult","Male","East","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2"
"ASV18","S21",514,"Sheep15","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV43","S21",514,"Sheep15","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA
"ASV6","S10",514,"Sheep6","Adult","Male","East","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"ASV7","S54",513,"Sheep16","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV3","S43",511,"Sheep10","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV3","S60",511,"Sheep22","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
