"asv","sample","clr","meas_var","phylum","abundance","id","age_class","sex"
"ASV145","S35",-2.70852725765934,9.29156377323233,"Bacteroidetes",0,"Sheep30","Lamb","Female"
"ASV145","S37",-3.4362479897963,9.99347534198866,"Bacteroidetes",0,"Sheep29","Lamb","Male"
"ASV145","S40",-3.9728090742432,11.1534858884418,"Bacteroidetes",0,"Sheep4","Adult","Male"
"ASV145","S43",-3.71520689770291,13.5468429330604,"Bacteroidetes",0,"Sheep10","Adult","Male"
"ASV145","S44",-4.90260533342593,10.3308178530358,"Bacteroidetes",0,"Sheep11","Adult","Female"
"ASV145","S45",-3.73704933378374,9.42284195301793,"Bacteroidetes",0,"Sheep9","Adult","Female"
"ASV145","S47",-3.80830786131671,10.354847270555,"Bacteroidetes",0,"Sheep19","Lamb","Male"
"ASV145","S52",-2.7130147446255,8.80981505713175,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV145","S53",-2.80318397409467,10.2229564464513,"Bacteroidetes",0,"Sheep26","Lamb","Female"
"ASV145","S54",-3.74178197292322,9.8452216885515,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV145","S55",-3.92485736070785,5.96664557332596,"Bacteroidetes",0,"Sheep3","Adult","Female"
"ASV145","S56",-2.99381311777043,12.7115452317538,"Bacteroidetes",0,"Sheep1","Adult","Female"
"ASV145","S59",-3.36433999534736,11.7567346085474,"Bacteroidetes",0,"Sheep18","Lamb","Female"
"ASV145","S6",-4.31767631360088,9.25956483184707,"Bacteroidetes",0,"Sheep2","Adult","Female"
"ASV145","S60",-2.10886644128232,8.21439981112661,"Bacteroidetes",0,"Sheep22","Lamb","Female"
"ASV145","S61",-3.02089736811513,9.88895013977919,"Bacteroidetes",0,"Sheep21","Lamb","Female"
"ASV145","S8",-4.56887011872618,9.01286582144874,"Bacteroidetes",0,"Sheep13","Adult","Female"
"ASV145","S9",-4.26151918897902,11.3075826804018,"Bacteroidetes",0,"Sheep5","Adult","Male"
"ASV146","S1",6.17479220119096,0.0191524890507406,"Bacteroidetes",180,"Sheep8","Adult","Female"
"ASV146","S10",6.29444415202842,0.0305541839363117,"Bacteroidetes",108,"Sheep6","Adult","Male"
"ASV146","S12",-3.60365176884647,10.0056577588066,"Bacteroidetes",0,"Sheep20","Lamb","Female"
"ASV146","S14",3.84264824964334,0.188425185271102,"Bacteroidetes",14,"Sheep24","Lamb","Male"
"ASV146","S18",-2.9415917926712,9.26785661345134,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV146","S20",-4.59183016500722,9.51571394023976,"Bacteroidetes",0,"Sheep14","Adult","Female"
"ASV146","S21",3.65258582603932,0.0468093557518864,"Bacteroidetes",42,"Sheep15","Adult","Male"
"ASV146","S23",4.25950611433719,0.0393401492761806,"Bacteroidetes",57,"Sheep12","Adult","Female"
"ASV146","S25",5.6629991431625,0.0245447046607886,"Bacteroidetes",137,"Sheep7","Adult","Female"
"ASV146","S28",-2.6607337276787,5.41596024632962,"Bacteroidetes",0,"Sheep17","Lamb","Female"
"ASV146","S31",-4.12308152994017,9.96711521509964,"Bacteroidetes",0,"Sheep25","Lamb","Female"
"ASV146","S32",-2.2787473046946,6.8089242375019,"Bacteroidetes",0,"Sheep27","Lamb","Male"
"ASV146","S35",-2.33578397166958,7.21009212570188,"Bacteroidetes",0,"Sheep30","Lamb","Female"
"ASV146","S37",5.44398351011077,0.0400400762155555,"Bacteroidetes",88,"Sheep29","Lamb","Male"
"ASV146","S40",5.79144255579242,0.0210982528364425,"Bacteroidetes",132,"Sheep4","Adult","Male"
"ASV146","S43",4.98724351206034,0.0394345227827087,"Bacteroidetes",66,"Sheep10","Adult","Male"
"ASV146","S44",5.96904236228226,0.0137033023983568,"Bacteroidetes",232,"Sheep11","Adult","Female"
"ASV146","S45",6.13444091484816,0.0258341018305764,"Bacteroidetes",120,"Sheep9","Adult","Female"
"ASV146","S47",-3.37855196030331,10.7423986417601,"Bacteroidetes",0,"Sheep19","Lamb","Male"
"ASV146","S52",-3.17370659329753,10.5197049362338,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV146","S53",-3.09109012545956,10.1110662298491,"Bacteroidetes",0,"Sheep26","Lamb","Female"
"ASV146","S54",6.72189647401027,0.0148367266824252,"Bacteroidetes",169,"Sheep16","Lamb","Male"
"ASV146","S55",5.03703908361828,0.0224916725838391,"Bacteroidetes",106,"Sheep3","Adult","Female"
"ASV146","S56",-2.81570588258142,7.85226525311818,"Bacteroidetes",0,"Sheep1","Adult","Female"
"ASV146","S59",-2.8231016788872,8.80745442165302,"Bacteroidetes",0,"Sheep18","Lamb","Female"
"ASV146","S6",4.43376008741762,0.0388650099573226,"Bacteroidetes",56,"Sheep2","Adult","Female"
"ASV146","S60",-2.3233296992485,13.1784512943393,"Bacteroidetes",0,"Sheep22","Lamb","Female"
"ASV146","S61",-3.20153619207645,11.6733845847399,"Bacteroidetes",0,"Sheep21","Lamb","Female"
"ASV146","S8",5.8995650020914,0.014657387994094,"Bacteroidetes",195,"Sheep13","Adult","Female"
"ASV146","S9",5.09120927173749,0.026191654258522,"Bacteroidetes",96,"Sheep5","Adult","Male"
"ASV147","S1",4.12000168883823,0.0457473038832118,"Bacteroidetes",44,"Sheep8","Adult","Female"
"ASV147","S10",4.69439569118056,0.0851380747563877,"Bacteroidetes",35,"Sheep6","Adult","Male"
"ASV147","S12",-3.31996400973508,10.9465633474299,"Bacteroidetes",0,"Sheep20","Lamb","Female"
"ASV147","S14",-2.55501025422506,12.5262986015823,"Bacteroidetes",0,"Sheep24","Lamb","Male"
"ASV147","S18",-2.60229924721258,11.7868702272527,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV147","S20",-4.34283072167231,9.76322276307866,"Bacteroidetes",0,"Sheep14","Adult","Female"
"ASV147","S21",4.87451832081345,0.0287366490837394,"Bacteroidetes",95,"Sheep15","Adult","Male"
"ASV147","S23",5.34421690503288,0.0225107643958955,"Bacteroidetes",124,"Sheep12","Adult","Female"
"ASV147","S25",4.89790194920247,0.0347294126063948,"Bacteroidetes",80,"Sheep7","Adult","Female"
"ASV147","S28",-3.18967505543877,9.16276222541185,"Bacteroidetes",0,"Sheep17","Lamb","Female"
"ASV147","S31",-3.9445322907073,8.39525418977278,"Bacteroidetes",0,"Sheep25","Lamb","Female"
"ASV147","S32",-2.38969879351708,9.4144082490621,"Bacteroidetes",0,"Sheep27","Lamb","Male"
"ASV147","S35",-3.39540604080867,12.6912774217214,"Bacteroidetes",0,"Sheep30","Lamb","Female"
"ASV147","S37",-3.58526213940988,9.38129541976612,"Bacteroidetes",0,"Sheep29","Lamb","Male"
"ASV147","S40",3.54078908407219,0.0698571637092459,"Bacteroidetes",28,"Sheep4","Adult","Male"
"ASV147","S43",5.29074180503412,0.0398347423030634,"Bacteroidetes",83,"Sheep10","Adult","Male"
"ASV147","S44",3.25807303834271,0.0559230829642377,"Bacteroidetes",36,"Sheep11","Adult","Female"
"ASV147","S45",5.0262674869807,0.0566444246996146,"Bacteroidetes",55,"Sheep9","Adult","Female"
"ASV147","S47",-3.40564712311553,10.4267821449574,"Bacteroidetes",0,"Sheep19","Lamb","Male"
"ASV147","S52",-3.14795178528063,8.0050698497981,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV147","S53",-2.916705702276,10.9131656700844,"Bacteroidetes",0,"Sheep26","Lamb","Female"
"ASV147","S54",-3.84815383199644,11.1707484334937,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV147","S55",-4.52099737695636,11.9561329752263,"Bacteroidetes",0,"Sheep3","Adult","Female"
"ASV147","S56",-2.8759183713726,9.89954482416383,"Bacteroidetes",0,"Sheep1","Adult","Female"
"ASV147","S59",-3.05469839747039,10.2581864907227,"Bacteroidetes",0,"Sheep18","Lamb","Female"
"ASV147","S6",5.37745044507667,0.0289229496584362,"Bacteroidetes",108,"Sheep2","Adult","Female"
"ASV147","S60",-2.51290774725545,9.8400586585111,"Bacteroidetes",0,"Sheep22","Lamb","Female"
"ASV147","S61",-3.49699671100088,9.38239781248825,"Bacteroidetes",0,"Sheep21","Lamb","Female"
"ASV147","S8",6.58705628688404,0.0124442427035747,"Bacteroidetes",312,"Sheep13","Adult","Female"
"ASV147","S9",5.64753682955909,0.0214501627343476,"Bacteroidetes",139,"Sheep5","Adult","Male"
"ASV148","S1",5.00451044004671,0.0315774822299276,"Firmicutes",80,"Sheep8","Adult","Female"
"ASV148","S10",-2.93817772224957,8.1791213962182,"Firmicutes",0,"Sheep6","Adult","Male"
"ASV148","S12",-3.22436510919202,10.634173990956,"Firmicutes",0,"Sheep20","Lamb","Female"
"ASV148","S14",-3.26145818213326,12.9043010229411,"Firmicutes",0,"Sheep24","Lamb","Male"
"ASV148","S18",5.32449356467721,0.0778048254369882,"Firmicutes",36,"Sheep28","Lamb","Male"
"ASV148","S20",3.93324795062219,0.0538085963577935,"Firmicutes",45,"Sheep14","Adult","Female"
"ASV148","S21",4.65643256179086,0.036740232868806,"Firmicutes",83,"Sheep15","Adult","Male"
"ASV148","S23",4.85113971360127,0.0319245407242645,"Firmicutes",89,"Sheep12","Adult","Female"
"ASV148","S25",6.60008157610054,0.0180946424140248,"Firmicutes",260,"Sheep7","Adult","Female"
"ASV148","S28",-3.28118879051005,10.5709616473249,"Firmicutes",0,"Sheep17","Lamb","Female"
"ASV148","S31",4.26850380241906,0.053119328794829,"Firmicutes",45,"Sheep25","Lamb","Female"
"ASV148","S32",-2.42930414965223,10.6039428893944,"Firmicutes",0,"Sheep27","Lamb","Male"
"ASV148","S35",-2.76602346500989,10.6086197506691,"Firmicutes",0,"Sheep30","Lamb","Female"
"ASV148","S37",-3.5928926568299,9.98663196870522,"Firmicutes",0,"Sheep29","Lamb","Male"
"ASV148","S40",3.74204629808173,0.0596874783809816,"Firmicutes",32,"Sheep4","Adult","Male"
"ASV148","S43",6.04259864359792,0.0182652143844008,"Firmicutes",140,"Sheep10","Adult","Male"
"ASV148","S44",5.0359772422839,0.0266542127606679,"Firmicutes",120,"Sheep11","Adult","Female"
"ASV148","S45",7.98382295446643,0.0139017029846923,"Firmicutes",428,"Sheep9","Adult","Female"
"ASV148","S47",-3.86734017003788,10.2016040610881,"Firmicutes",0,"Sheep19","Lamb","Male"
"ASV148","S52",-2.65342053829344,8.86448412086015,"Firmicutes",0,"Sheep23","Lamb","Male"
"ASV148","S53",-2.74818156968416,9.12655879047193,"Firmicutes",0,"Sheep26","Lamb","Female"
"ASV148","S54",-3.67730828199429,11.3107731188085,"Firmicutes",0,"Sheep16","Lamb","Male"
"ASV148","S55",4.73207537533621,0.0268788491529894,"Firmicutes",85,"Sheep3","Adult","Female"
"ASV148","S56",4.38753908387563,0.128318622487311,"Firmicutes",22,"Sheep1","Adult","Female"
"ASV148","S59",-3.18882319052465,9.68847436808967,"Firmicutes",0,"Sheep18","Lamb","Female"
"ASV148","S6",5.50027783862957,0.0241601128288541,"Firmicutes",117,"Sheep2","Adult","Female"
"ASV148","S60",-2.22338011486959,6.43042723309891,"Firmicutes",0,"Sheep22","Lamb","Female"
"ASV148","S61",-3.54974381319892,9.66730438290026,"Firmicutes",0,"Sheep21","Lamb","Female"
"ASV148","S8",4.8449191120581,0.0195338587496566,"Firmicutes",93,"Sheep13","Adult","Female"
"ASV148","S9",-4.41873338052616,13.4646166890877,"Firmicutes",0,"Sheep5","Adult","Male"
"ASV149","S1",5.14577537507703,0.0329192994662356,"Firmicutes",88,"Sheep8","Adult","Female"
"ASV149","S10",5.27919788747834,0.0520511501495109,"Firmicutes",53,"Sheep6","Adult","Male"
"ASV149","S12",5.10902960402399,0.0632792351231473,"Firmicutes",42,"Sheep20","Lamb","Female"
"ASV149","S14",-2.80520881458517,10.5450511911149,"Firmicutes",0,"Sheep24","Lamb","Male"
"ASV149","S18",-2.36451351502241,10.4151136619799,"Firmicutes",0,"Sheep28","Lamb","Male"
"ASV149","S20",5.28434759792697,0.0258281574733853,"Firmicutes",115,"Sheep14","Adult","Female"
"ASV149","S21",5.0482324258204,0.0248903147773442,"Firmicutes",108,"Sheep15","Adult","Male"
"ASV149","S23",5.44173903214037,0.0195451259401554,"Firmicutes",134,"Sheep12","Adult","Female"
"ASV149","S25",6.09978930649512,0.0206638119658336,"Firmicutes",182,"Sheep7","Adult","Female"
"ASV149","S28",-2.85113972338497,9.41919581333264,"Firmicutes",0,"Sheep17","Lamb","Female"
"ASV149","S31",4.97634738833689,0.035842507436591,"Firmicutes",75,"Sheep25","Lamb","Female"
"ASV149","S32",6.16504601172898,0.0402884597603825,"Firmicutes",61,"Sheep27","Lamb","Male"
"ASV149","S35",-2.91106326803099,7.63036842675812,"Firmicutes",0,"Sheep30","Lamb","Female"
"ASV149","S37",-3.90013626593504,6.82461968388682,"Firmicutes",0,"Sheep29","Lamb","Male"
"ASV149","S40",4.67442855732964,0.0366141874215122,"Firmicutes",60,"Sheep4","Adult","Male"
"ASV149","S43",4.83203749232366,0.0469465078222161,"Firmicutes",59,"Sheep10","Adult","Male"
"ASV149","S44",4.19814805292117,0.0380442678739203,"Firmicutes",66,"Sheep11","Adult","Female"
"ASV149","S45",4.43166393743275,0.0595023951679446,"Firmicutes",37,"Sheep9","Adult","Female"
"ASV149","S47",-3.39164469891391,13.594191570016,"Firmicutes",0,"Sheep19","Lamb","Male"
"ASV149","S52",6.2001842361733,0.0376506549557497,"Firmicutes",79,"Sheep23","Lamb","Male"
"ASV149","S53",-3.30786210464391,11.3460394189082,"Firmicutes",0,"Sheep26","Lamb","Female"
"ASV149","S54",5.87294404202491,0.0268953949341514,"Firmicutes",93,"Sheep16","Lamb","Male"
"ASV149","S55",5.34994873202217,0.0211010250495284,"Firmicutes",131,"Sheep3","Adult","Female"
"ASV149","S56",-2.91258778430216,9.5631962501591,"Firmicutes",0,"Sheep1","Adult","Female"
"ASV149","S59",-3.23414557640676,12.2360232914819,"Firmicutes",0,"Sheep18","Lamb","Female"
"ASV149","S6",5.10006841180431,0.0286836579346119,"Firmicutes",89,"Sheep2","Adult","Female"
"ASV149","S60",6.13458901399766,0.0423010899017594,"Firmicutes",55,"Sheep22","Lamb","Female"
"ASV149","S61",-3.47741185396887,11.7756503261332,"Firmicutes",0,"Sheep21","Lamb","Female"
"ASV149","S8",4.65991378195866,0.0307844741504292,"Firmicutes",82,"Sheep13","Adult","Female"
"ASV149","S9",-4.31389137277866,9.21527685615583,"Firmicutes",0,"Sheep5","Adult","Male"
"ASV15","S1",6.50605209380449,0.0155904811727518,"Firmicutes",226,"Sheep8","Adult","Female"
"ASV15","S10",8.78611424397773,0.0120754820793976,"Firmicutes",603,"Sheep6","Adult","Male"
"ASV15","S12",7.72995048638987,0.0146733589995779,"Firmicutes",263,"Sheep20","Lamb","Female"
"ASV15","S14",8.01982903219646,0.019310172879321,"Firmicutes",243,"Sheep24","Lamb","Male"
"ASV15","S18",9.51896367195632,0.0132133320257706,"Firmicutes",659,"Sheep28","Lamb","Male"
"ASV15","S20",7.31551828079972,0.0117814230751203,"Firmicutes",476,"Sheep14","Adult","Female"
"ASV15","S21",5.74789120892973,0.0201750958638084,"Firmicutes",175,"Sheep15","Adult","Male"
"ASV15","S23",6.79099636466253,0.0103349842753685,"Firmicutes",339,"Sheep12","Adult","Female"
"ASV15","S25",7.40841473259287,0.0123402372832349,"Firmicutes",455,"Sheep7","Adult","Female"
"ASV15","S28",7.9169162026126,0.0156709084026489,"Firmicutes",326,"Sheep17","Lamb","Female"
"ASV15","S31",7.26422108186283,0.0100060188451288,"Firmicutes",366,"Sheep25","Lamb","Female"
"ASV15","S32",7.07755302862369,0.0274221638756133,"Firmicutes",117,"Sheep27","Lamb","Male"
"ASV15","S35",8.31675785512936,0.0157541466920091,"Firmicutes",314,"Sheep30","Lamb","Female"
"ASV15","S37",6.22990544044716,0.0194175346125608,"Firmicutes",149,"Sheep29","Lamb","Male"
"ASV15","S40",7.43123763966312,0.0135259937879617,"Firmicutes",410,"Sheep4","Adult","Male"
"ASV15","S43",7.5326542727664,0.0106850734683179,"Firmicutes",388,"Sheep10","Adult","Male"
"ASV15","S44",7.19342405286976,0.0103161994398889,"Firmicutes",536,"Sheep11","Adult","Female"
"ASV15","S45",8.45694750984553,0.0143454462415555,"Firmicutes",588,"Sheep9","Adult","Female"
"ASV15","S47",7.3207421622902,0.0127569910610043,"Firmicutes",252,"Sheep19","Lamb","Male"
"ASV15","S52",8.03205991082464,0.0186203458442901,"Firmicutes",280,"Sheep23","Lamb","Male"
"ASV15","S53",7.76456835763302,0.0205329088461547,"Firmicutes",210,"Sheep26","Lamb","Female"
"ASV15","S54",8.59214378878784,0.0104262737406685,"Firmicutes",611,"Sheep16","Lamb","Male"
"ASV15","S55",7.34655218189639,0.010456629506142,"Firmicutes",522,"Sheep3","Adult","Female"
"ASV15","S56",8.4942387574865,0.0115879935780538,"Firmicutes",382,"Sheep1","Adult","Female"
"ASV15","S59",7.76444432932642,0.0155176486714382,"Firmicutes",266,"Sheep18","Lamb","Female"
"ASV15","S6",6.13866007103879,0.0209834994202998,"Firmicutes",181,"Sheep2","Adult","Female"
"ASV15","S60",9.19901589315674,0.0126643746347215,"Firmicutes",465,"Sheep22","Lamb","Female"
"ASV15","S61",7.28558282864223,0.0212644427371735,"Firmicutes",205,"Sheep21","Lamb","Female"
"ASV15","S8",5.05515828447396,0.0248204841319525,"Firmicutes",109,"Sheep13","Adult","Female"
"ASV15","S9",5.936368838656,0.0218080842333587,"Firmicutes",171,"Sheep5","Adult","Male"
"ASV150","S1",-4.59933336603281,10.8508998668948,"Firmicutes",0,"Sheep8","Adult","Female"
"ASV150","S10",-3.12639611125348,9.16428167183941,"Firmicutes",0,"Sheep6","Adult","Male"
"ASV150","S12",6.26188016703017,0.0409528167895,"Firmicutes",96,"Sheep20","Lamb","Female"
"ASV150","S14",-2.83932422171329,10.4982029076458,"Firmicutes",0,"Sheep24","Lamb","Male"
"ASV150","S18",6.62809045303313,0.0332756359598715,"Firmicutes",89,"Sheep28","Lamb","Male"
"ASV150","S20",4.33622438154983,0.0377883134826261,"Firmicutes",60,"Sheep14","Adult","Female"
"ASV150","S21",-4.75208299070773,10.3298601182617,"Firmicutes",0,"Sheep15","Adult","Male"
"ASV150","S23",-3.93237733064205,6.13573290788334,"Firmicutes",0,"Sheep12","Adult","Female"
"ASV150","S25",-4.42111850195041,9.34411340266086,"Firmicutes",0,"Sheep7","Adult","Female"
"ASV150","S28",7.45955172228238,0.0161416204940645,"Firmicutes",235,"Sheep17","Lamb","Female"
"ASV150","S31",-3.87483942346441,8.64825557998776,"Firmicutes",0,"Sheep25","Lamb","Female"
"ASV150","S32",6.10475311520601,0.0398036161170732,"Firmicutes",59,"Sheep27","Lamb","Male"
"ASV150","S35",7.03470416680624,0.0238947833351991,"Firmicutes",129,"Sheep30","Lamb","Female"
"ASV150","S37",5.60403816451014,0.034687055355597,"Firmicutes",98,"Sheep29","Lamb","Male"
"ASV150","S40",5.60018531802726,0.0210863482912568,"Firmicutes",115,"Sheep4","Adult","Male"
"ASV150","S43",5.02939438708336,0.0356157101431359,"Firmicutes",69,"Sheep10","Adult","Male"
"ASV150","S44",5.09396475809595,0.0235969240865085,"Firmicutes",126,"Sheep11","Adult","Female"
"ASV150","S45",5.8320506806271,0.0313463270188973,"Firmicutes",96,"Sheep9","Adult","Female"
"ASV150","S47",5.77553828236506,0.0348343481479082,"Firmicutes",85,"Sheep19","Lamb","Male"
"ASV150","S52",6.40500301525734,0.0262650572028611,"Firmicutes",91,"Sheep23","Lamb","Male"
"ASV150","S53",6.98803359761927,0.0254242682978657,"Firmicutes",123,"Sheep26","Lamb","Female"
"ASV150","S54",6.09805486681817,0.0281346893573712,"Firmicutes",110,"Sheep16","Lamb","Male"
"ASV150","S55",4.11455752600668,0.0477902496882143,"Firmicutes",56,"Sheep3","Adult","Female"
"ASV150","S56",5.63108412405419,0.063582463239328,"Firmicutes",53,"Sheep1","Adult","Female"
"ASV150","S59",5.80766779081809,0.0360489992743697,"Firmicutes",69,"Sheep18","Lamb","Female"
"ASV150","S6",-3.8542117089662,9.86409267459647,"Firmicutes",0,"Sheep2","Adult","Female"
"ASV150","S60",-2.45914393770522,7.18850981773424,"Firmicutes",0,"Sheep22","Lamb","Female"
"ASV150","S61",5.19837943899606,0.046826316713579,"Firmicutes",48,"Sheep21","Lamb","Female"
"ASV150","S8",-3.90780684125425,6.53605795076705,"Firmicutes",0,"Sheep13","Adult","Female"
"ASV150","S9",-4.430468469605,10.0791797950926,"Firmicutes",0,"Sheep5","Adult","Male"
"ASV151","S1",4.69571049634033,0.0325914543045101,"Firmicutes",64,"Sheep8","Adult","Female"
"ASV151","S10",-3.30511833911613,8.67738498942171,"Firmicutes",0,"Sheep6","Adult","Male"
"ASV151","S12",6.09840475499376,0.0331659074138018,"Firmicutes",84,"Sheep20","Lamb","Female"
"ASV151","S14",6.30208330130573,0.0446712183977024,"Firmicutes",75,"Sheep24","Lamb","Male"
"ASV151","S18",6.91920797267779,0.0319222561386288,"Firmicutes",110,"Sheep28","Lamb","Male"
"ASV151","S20",4.65712925240341,0.0319167360213827,"Firmicutes",76,"Sheep14","Adult","Female"
"ASV151","S21",4.32330481943091,0.0472200730790571,"Firmicutes",65,"Sheep15","Adult","Male"
"ASV151","S23",4.49609523231135,0.0421417292645281,"Firmicutes",70,"Sheep12","Adult","Female"
"ASV151","S25",-4.77943737237454,15.1099355529116,"Firmicutes",0,"Sheep7","Adult","Female"
"ASV151","S28",-3.14951281154528,10.2475511072566,"Firmicutes",0,"Sheep17","Lamb","Female"
"ASV151","S31",5.2177855458909,0.0292379253318255,"Firmicutes",89,"Sheep25","Lamb","Female"
"ASV151","S32",-2.53570648234922,10.214358920318,"Firmicutes",0,"Sheep27","Lamb","Male"
"ASV151","S35",6.81339471618625,0.0345839978281678,"Firmicutes",111,"Sheep30","Lamb","Female"
"ASV151","S37",5.86097684661819,0.0237027236641959,"Firmicutes",117,"Sheep29","Lamb","Male"
"ASV151","S40",-4.2035656184211,10.1376128602433,"Firmicutes",0,"Sheep4","Adult","Male"
"ASV151","S43",4.85270545455321,0.0293443591011594,"Firmicutes",61,"Sheep10","Adult","Male"
"ASV151","S44",4.78378820339211,0.0292102733641992,"Firmicutes",101,"Sheep11","Adult","Female"
"ASV151","S45",5.0345750726449,0.0436593273976114,"Firmicutes",55,"Sheep9","Adult","Female"
"ASV151","S47",5.49252665175806,0.0454299659994277,"Firmicutes",70,"Sheep19","Lamb","Male"
"ASV151","S52",6.586944451272,0.0309142271993949,"Firmicutes",103,"Sheep23","Lamb","Male"
"ASV151","S53",-2.44559597061707,8.12286072302897,"Firmicutes",0,"Sheep26","Lamb","Female"
"ASV151","S54",5.09958526076941,0.0442548127238153,"Firmicutes",55,"Sheep16","Lamb","Male"
"ASV151","S55",4.89686926268314,0.0284794924521549,"Firmicutes",95,"Sheep3","Adult","Female"
"ASV151","S56",-2.92853134074205,8.91071503745667,"Firmicutes",0,"Sheep1","Adult","Female"
"ASV151","S59",6.40982767859763,0.0320341727358415,"Firmicutes",103,"Sheep18","Lamb","Female"
"ASV151","S6",-4.61625109366805,13.3077669229839,"Firmicutes",0,"Sheep2","Adult","Female"
"ASV151","S60",-2.85348950236199,12.7243573115879,"Firmicutes",0,"Sheep22","Lamb","Female"
"ASV151","S61",5.38113928016321,0.0466273257346582,"Firmicutes",54,"Sheep21","Lamb","Female"
"ASV151","S8",4.5842283493396,0.0321110688357289,"Firmicutes",78,"Sheep13","Adult","Female"
"ASV151","S9",4.58229618200977,0.0380837415260595,"Firmicutes",67,"Sheep5","Adult","Male"
"ASV152","S1",5.25520152942116,0.0269577746504313,"Spirochaetes",94,"Sheep8","Adult","Female"
"ASV152","S10",8.56663754722115,0.0133644040131115,"Spirochaetes",514,"Sheep6","Adult","Male"
"ASV152","S12",-2.69809567312263,9.4073210557838,"Spirochaetes",0,"Sheep20","Lamb","Female"
"ASV152","S14",-2.34558473093959,6.44076470969029,"Spirochaetes",0,"Sheep24","Lamb","Male"
"ASV152","S18",-2.5983686194137,8.86735241606399,"Spirochaetes",0,"Sheep28","Lamb","Male"
"ASV152","S20",5.23070670624181,0.0282707481122349,"Spirochaetes",112,"Sheep14","Adult","Female"
"ASV152","S21",4.84762026105567,0.0251572476295755,"Spirochaetes",94,"Sheep15","Adult","Male"
"ASV152","S23",-4.40700791469629,10.8335210030077,"Spirochaetes",0,"Sheep12","Adult","Female"
"ASV152","S25",4.71765100363571,0.0377304268951104,"Spirochaetes",69,"Sheep7","Adult","Female"
"ASV152","S28",-2.87297736474318,9.4202183333611,"Spirochaetes",0,"Sheep17","Lamb","Female"
"ASV152","S31",-3.93378627068272,8.38886598334911,"Spirochaetes",0,"Sheep25","Lamb","Female"
"ASV152","S32",-2.89201055296439,12.4815471007693,"Spirochaetes",0,"Sheep27","Lamb","Male"
"ASV152","S35",-2.92694002027768,11.5039631046284,"Spirochaetes",0,"Sheep30","Lamb","Female"
"ASV152","S37",-3.31818477324289,7.58925687541493,"Spirochaetes",0,"Sheep29","Lamb","Male"
"ASV152","S40",-4.1282056441327,9.47679498357605,"Spirochaetes",0,"Sheep4","Adult","Male"
"ASV152","S43",5.42356688042354,0.0308224025911401,"Spirochaetes",89,"Sheep10","Adult","Male"
"ASV152","S44",5.20725781143129,0.0202683004724548,"Spirochaetes",135,"Sheep11","Adult","Female"
"ASV152","S45",-3.77773243365082,11.9674126772624,"Spirochaetes",0,"Sheep9","Adult","Female"
"ASV152","S47",-3.15270895050224,8.14904435578053,"Spirochaetes",0,"Sheep19","Lamb","Male"
"ASV152","S52",-3.05317764728287,12.1688129780339,"Spirochaetes",0,"Sheep23","Lamb","Male"
"ASV152","S53",-2.55252513380562,6.67123582602043,"Spirochaetes",0,"Sheep26","Lamb","Female"
"ASV152","S54",-3.8859065199212,11.3857135996885,"Spirochaetes",0,"Sheep16","Lamb","Male"
"ASV152","S55",5.57744858667502,0.0194277698207194,"Spirochaetes",153,"Sheep3","Adult","Female"
"ASV152","S56",-3.07907173967483,11.3215734183678,"Spirochaetes",0,"Sheep1","Adult","Female"
"ASV152","S59",-3.10661766162678,10.7142995861992,"Spirochaetes",0,"Sheep18","Lamb","Female"
"ASV152","S6",4.77655628673393,0.0373368375633896,"Spirochaetes",70,"Sheep2","Adult","Female"
"ASV152","S60",-2.54588534110313,12.1928855092265,"Spirochaetes",0,"Sheep22","Lamb","Female"
"ASV152","S61",-3.15477701305192,12.9628054473477,"Spirochaetes",0,"Sheep21","Lamb","Female"
"ASV152","S8",-4.96815008758766,15.3618137695713,"Spirochaetes",0,"Sheep13","Adult","Female"
"ASV152","S9",7.97952445903817,0.0110301211752639,"Spirochaetes",703,"Sheep5","Adult","Male"
"ASV153","S1",4.27945834129159,0.0537152052617693,"Bacteroidetes",49,"Sheep8","Adult","Female"
"ASV153","S10",5.20981565712175,0.053189026526439,"Bacteroidetes",49,"Sheep6","Adult","Male"
"ASV153","S12",-3.73206251599118,14.4388657972968,"Bacteroidetes",0,"Sheep20","Lamb","Female"
"ASV153","S14",-2.23849371595816,7.75531980489645,"Bacteroidetes",0,"Sheep24","Lamb","Male"
"ASV153","S18",-2.44029373090162,8.37876932442573,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV153","S20",4.68723009690937,0.0351531547796855,"Bacteroidetes",78,"Sheep14","Adult","Female"
"ASV153","S21",5.75873149098742,0.0170564818347826,"Bacteroidetes",177,"Sheep15","Adult","Male"
"ASV153","S23",5.12328336820497,0.0216878822620805,"Bacteroidetes",106,"Sheep12","Adult","Female"
"ASV153","S25",3.98179764147225,0.0611346441943983,"Bacteroidetes",42,"Sheep7","Adult","Female"
