"asv","sample","clr","meas_var","phylum","abundance","id","age_class","sex"
"ASV332","S47",5.03274287759781,0.0449375792099811,"Bacteroidetes",51,"Sheep19","Lamb","Male"
"ASV332","S52",-3.06874011388478,12.633771764673,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV332","S53",-3.02368262990577,9.69403926540585,"Bacteroidetes",0,"Sheep26","Lamb","Female"
"ASV332","S54",-4.09736160447333,13.5757563106517,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV332","S55",3.02041678882914,0.0791831415276027,"Bacteroidetes",26,"Sheep3","Adult","Female"
"ASV332","S56",3.7963034316761,0.151214860297541,"Bacteroidetes",15,"Sheep1","Adult","Female"
"ASV332","S59",-3.387697225364,10.1264338211113,"Bacteroidetes",0,"Sheep18","Lamb","Female"
"ASV332","S6",4.78218877291442,0.032439981861758,"Bacteroidetes",71,"Sheep2","Adult","Female"
"ASV332","S60",-2.65904374582804,12.8401212012896,"Bacteroidetes",0,"Sheep22","Lamb","Female"
"ASV332","S61",-3.36764179224947,8.91356606365065,"Bacteroidetes",0,"Sheep21","Lamb","Female"
"ASV332","S8",4.15697024173555,0.0464859107217987,"Bacteroidetes",59,"Sheep13","Adult","Female"
"ASV332","S9",5.75965196887455,0.0153900368214068,"Bacteroidetes",153,"Sheep5","Adult","Male"
"ASV333","S1",-4.5917888899633,12.0660312660738,"Bacteroidetes",0,"Sheep8","Adult","Female"
"ASV333","S10",-3.13692716944562,10.053102041242,"Bacteroidetes",0,"Sheep6","Adult","Male"
"ASV333","S12",-3.15393707886732,13.1259541214302,"Bacteroidetes",0,"Sheep20","Lamb","Female"
"ASV333","S14",5.84484876518552,0.0503442970934614,"Bacteroidetes",54,"Sheep24","Lamb","Male"
"ASV333","S18",-2.27065569266021,8.06207722534,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV333","S20",4.11078440253428,0.0471874299911907,"Bacteroidetes",51,"Sheep14","Adult","Female"
"ASV333","S21",3.64536117444177,0.0681028542003412,"Bacteroidetes",40,"Sheep15","Adult","Male"
"ASV333","S23",-3.71485124050156,7.34871015938382,"Bacteroidetes",0,"Sheep12","Adult","Female"
"ASV333","S25",4.3631497366454,0.0457136315244659,"Bacteroidetes",54,"Sheep7","Adult","Female"
"ASV333","S28",-3.37965305243542,9.40622300231136,"Bacteroidetes",0,"Sheep17","Lamb","Female"
"ASV333","S31",3.16430133961849,0.10471376882734,"Bacteroidetes",21,"Sheep25","Lamb","Female"
"ASV333","S32",-2.91971426002141,11.0600976269952,"Bacteroidetes",0,"Sheep27","Lamb","Male"
"ASV333","S35",-2.88571625831562,14.5435440415561,"Bacteroidetes",0,"Sheep30","Lamb","Female"
"ASV333","S37",-4.60512232949571,12.0883383106312,"Bacteroidetes",0,"Sheep29","Lamb","Male"
"ASV333","S40",-4.63904463330499,10.3354098083578,"Bacteroidetes",0,"Sheep4","Adult","Male"
"ASV333","S43",4.93220232377054,0.0362453653275495,"Bacteroidetes",62,"Sheep10","Adult","Male"
"ASV333","S44",4.54905435661038,0.0318030551728681,"Bacteroidetes",87,"Sheep11","Adult","Female"
"ASV333","S45",4.81740192582525,0.0576451199331691,"Bacteroidetes",47,"Sheep9","Adult","Female"
"ASV333","S47",-3.72025259259526,13.8071829905228,"Bacteroidetes",0,"Sheep19","Lamb","Male"
"ASV333","S52",-2.9526389766972,19.61580189635,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV333","S53",-2.90958025687301,9.57862035529567,"Bacteroidetes",0,"Sheep26","Lamb","Female"
"ASV333","S54",-3.28894484787155,8.97397041365994,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV333","S55",4.74773569547534,0.0357376299370583,"Bacteroidetes",86,"Sheep3","Adult","Female"
"ASV333","S56",-2.90620854203105,10.3631001380554,"Bacteroidetes",0,"Sheep1","Adult","Female"
"ASV333","S59",-2.8940120907238,6.69148989290148,"Bacteroidetes",0,"Sheep18","Lamb","Female"
"ASV333","S6",-4.53360637419155,13.2116639144233,"Bacteroidetes",0,"Sheep2","Adult","Female"
"ASV333","S60",7.16023856399534,0.029165048742199,"Bacteroidetes",113,"Sheep22","Lamb","Female"
"ASV333","S61",4.85736905511597,0.0602348270290221,"Bacteroidetes",38,"Sheep21","Lamb","Female"
"ASV333","S8",4.41277603775954,0.0362888752329586,"Bacteroidetes",70,"Sheep13","Adult","Female"
"ASV333","S9",5.10364734782852,0.0235286035731961,"Bacteroidetes",94,"Sheep5","Adult","Male"
"ASV334","S1",3.05602369943516,0.106671829160291,"Bacteroidetes",20,"Sheep8","Adult","Female"
"ASV334","S10",4.50083844591882,0.0744463388152376,"Bacteroidetes",31,"Sheep6","Adult","Male"
"ASV334","S12",4.14133641900015,0.0787496296403226,"Bacteroidetes",22,"Sheep20","Lamb","Female"
"ASV334","S14",-2.8199220995869,13.8213701647689,"Bacteroidetes",0,"Sheep24","Lamb","Male"
"ASV334","S18",-2.96435755138367,12.0472884930452,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV334","S20",-4.61584785119611,8.91530348004267,"Bacteroidetes",0,"Sheep14","Adult","Female"
"ASV334","S21",3.83639535801367,0.0489934052908007,"Bacteroidetes",46,"Sheep15","Adult","Male"
"ASV334","S23",-5.01125063983184,12.79685284824,"Bacteroidetes",0,"Sheep12","Adult","Female"
"ASV334","S25",-3.76127687900576,7.17400616805282,"Bacteroidetes",0,"Sheep7","Adult","Female"
"ASV334","S28",-3.58295708656183,11.1026536756961,"Bacteroidetes",0,"Sheep17","Lamb","Female"
"ASV334","S31",-4.11120216175673,9.10440143671255,"Bacteroidetes",0,"Sheep25","Lamb","Female"
"ASV334","S32",-2.5746986012617,8.80142438339861,"Bacteroidetes",0,"Sheep27","Lamb","Male"
"ASV334","S35",7.12802295876299,0.0268114183085312,"Bacteroidetes",137,"Sheep30","Lamb","Female"
"ASV334","S37",-4.02500861355778,11.0793340665576,"Bacteroidetes",0,"Sheep29","Lamb","Male"
"ASV334","S40",-3.77812333720154,9.99794566044704,"Bacteroidetes",0,"Sheep4","Adult","Male"
"ASV334","S43",-3.57667938919544,10.1097126904884,"Bacteroidetes",0,"Sheep10","Adult","Male"
"ASV334","S44",-4.86622994505964,12.315326153098,"Bacteroidetes",0,"Sheep11","Adult","Female"
"ASV334","S45",-3.75911918821676,10.5416824322651,"Bacteroidetes",0,"Sheep9","Adult","Female"
"ASV334","S47",-3.45134524239331,9.07625258536043,"Bacteroidetes",0,"Sheep19","Lamb","Male"
"ASV334","S52",-2.82457672294713,11.1504256953416,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV334","S53",7.61151909074635,0.0193121106396161,"Bacteroidetes",190,"Sheep26","Lamb","Female"
"ASV334","S54",-3.0059369165418,8.42697659237394,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV334","S55",3.7658885532822,0.0738119993043402,"Bacteroidetes",44,"Sheep3","Adult","Female"
"ASV334","S56",5.75493980370763,0.0429884855850656,"Bacteroidetes",58,"Sheep1","Adult","Female"
"ASV334","S59",5.69634763587675,0.0449165065204433,"Bacteroidetes",65,"Sheep18","Lamb","Female"
"ASV334","S6",-3.90459174412973,7.29539526684137,"Bacteroidetes",0,"Sheep2","Adult","Female"
"ASV334","S60",5.93668079896563,0.0580400647756885,"Bacteroidetes",48,"Sheep22","Lamb","Female"
"ASV334","S61",5.71626427537861,0.0373727376383691,"Bacteroidetes",68,"Sheep21","Lamb","Female"
"ASV334","S8",3.29759987943349,0.0803791302666479,"Bacteroidetes",31,"Sheep13","Adult","Female"
"ASV334","S9",3.79910811045809,0.0693363898368242,"Bacteroidetes",39,"Sheep5","Adult","Male"
"ASV335","S1",-4.23799761632098,9.55233252401586,"Bacteroidetes",0,"Sheep8","Adult","Female"
"ASV335","S10",-3.01182155776599,12.1533002057803,"Bacteroidetes",0,"Sheep6","Adult","Male"
"ASV335","S12",-3.05799560605206,8.16120518481473,"Bacteroidetes",0,"Sheep20","Lamb","Female"
"ASV335","S14",-2.52650871623476,10.6356813504611,"Bacteroidetes",0,"Sheep24","Lamb","Male"
"ASV335","S18",-2.67356513137291,8.56089459883218,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV335","S20",-4.20678258548303,10.1027932830705,"Bacteroidetes",0,"Sheep14","Adult","Female"
"ASV335","S21",-4.0912155935576,6.39248953970004,"Bacteroidetes",0,"Sheep15","Adult","Male"
"ASV335","S23",-4.37803679752022,9.64915891696795,"Bacteroidetes",0,"Sheep12","Adult","Female"
"ASV335","S25",-4.53337318449176,12.9586969007624,"Bacteroidetes",0,"Sheep7","Adult","Female"
"ASV335","S28",-3.82225663274659,9.78892189622417,"Bacteroidetes",0,"Sheep17","Lamb","Female"
"ASV335","S31",-3.96830989832537,9.37982310997154,"Bacteroidetes",0,"Sheep25","Lamb","Female"
"ASV335","S32",-2.58490344838109,9.2638357838242,"Bacteroidetes",0,"Sheep27","Lamb","Male"
"ASV335","S35",-3.11263709445991,10.0604505374227,"Bacteroidetes",0,"Sheep30","Lamb","Female"
"ASV335","S37",-3.78299580488641,9.85532293472198,"Bacteroidetes",0,"Sheep29","Lamb","Male"
"ASV335","S40",-3.92810776837356,8.44609123640526,"Bacteroidetes",0,"Sheep4","Adult","Male"
"ASV335","S43",-3.73244368264476,8.16245641654755,"Bacteroidetes",0,"Sheep10","Adult","Male"
"ASV335","S44",-4.50783605235595,10.0387162576388,"Bacteroidetes",0,"Sheep11","Adult","Female"
"ASV335","S45",-3.70742152982526,10.6305062073504,"Bacteroidetes",0,"Sheep9","Adult","Female"
"ASV335","S47",-3.39734334181879,10.4478051759968,"Bacteroidetes",0,"Sheep19","Lamb","Male"
"ASV335","S52",-2.98202541067617,8.19924074389799,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV335","S53",-2.80282452931864,8.94084815101311,"Bacteroidetes",0,"Sheep26","Lamb","Female"
"ASV335","S54",-3.56711357793526,11.4304732503562,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV335","S55",-3.96970503241307,6.56759871748516,"Bacteroidetes",0,"Sheep3","Adult","Female"
"ASV335","S56",-3.12393556119089,13.5565688280031,"Bacteroidetes",0,"Sheep1","Adult","Female"
"ASV335","S59",8.31765152351866,0.0136414453369619,"Bacteroidetes",392,"Sheep18","Lamb","Female"
"ASV335","S6",-4.62962015699797,11.0267689649774,"Bacteroidetes",0,"Sheep2","Adult","Female"
"ASV335","S60",-2.45270452682501,7.56652074655247,"Bacteroidetes",0,"Sheep22","Lamb","Female"
"ASV335","S61",-3.34133474755677,9.51410441726135,"Bacteroidetes",0,"Sheep21","Lamb","Female"
"ASV335","S8",-4.55523830477397,8.05872704162216,"Bacteroidetes",0,"Sheep13","Adult","Female"
"ASV335","S9",-4.65210284247808,8.13528888089052,"Bacteroidetes",0,"Sheep5","Adult","Male"
"ASV336","S1",2.90531056847183,0.0920768034672562,"Bacteroidetes",18,"Sheep8","Adult","Female"
"ASV336","S10",4.84172432969508,0.0709418448969902,"Bacteroidetes",39,"Sheep6","Adult","Male"
"ASV336","S12",-3.04896004653936,8.28376378747957,"Bacteroidetes",0,"Sheep20","Lamb","Female"
"ASV336","S14",-2.74991463825939,9.79223163141885,"Bacteroidetes",0,"Sheep24","Lamb","Male"
"ASV336","S18",-2.2498212530068,6.1679176435354,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV336","S20",4.22839159266939,0.0451042762238946,"Bacteroidetes",56,"Sheep14","Adult","Female"
"ASV336","S21",3.96751550388985,0.0425577783574086,"Bacteroidetes",51,"Sheep15","Adult","Male"
"ASV336","S23",3.48002366531216,0.0744395606906555,"Bacteroidetes",34,"Sheep12","Adult","Female"
"ASV336","S25",4.66741545581169,0.0362084547752199,"Bacteroidetes",68,"Sheep7","Adult","Female"
"ASV336","S28",-3.11489275860162,10.6338661595778,"Bacteroidetes",0,"Sheep17","Lamb","Female"
"ASV336","S31",4.17420500806012,0.0506614636623915,"Bacteroidetes",43,"Sheep25","Lamb","Female"
"ASV336","S32",-2.80395902540952,12.5740380381811,"Bacteroidetes",0,"Sheep27","Lamb","Male"
"ASV336","S35",-3.14512096410031,12.1258375883702,"Bacteroidetes",0,"Sheep30","Lamb","Female"
"ASV336","S37",-3.94233296537883,7.60168128367386,"Bacteroidetes",0,"Sheep29","Lamb","Male"
"ASV336","S40",4.42466621146591,0.0422563485984193,"Bacteroidetes",52,"Sheep4","Adult","Male"
"ASV336","S43",5.07434520672338,0.036053656404466,"Bacteroidetes",70,"Sheep10","Adult","Male"
"ASV336","S44",4.59648925142339,0.0266906540172208,"Bacteroidetes",90,"Sheep11","Adult","Female"
"ASV336","S45",4.52380670827778,0.0597301516417334,"Bacteroidetes",39,"Sheep9","Adult","Female"
"ASV336","S47",3.20408754318876,0.184934243087607,"Bacteroidetes",15,"Sheep19","Lamb","Male"
"ASV336","S52",-3.02105316711455,13.1039391065856,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV336","S53",-2.65416671546311,8.25014415681796,"Bacteroidetes",0,"Sheep26","Lamb","Female"
"ASV336","S54",-4.14668274923058,11.1961712066024,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV336","S55",2.53292161871443,0.121435613731355,"Bacteroidetes",19,"Sheep3","Adult","Female"
"ASV336","S56",5.70517736877318,0.0389675221726543,"Bacteroidetes",55,"Sheep1","Adult","Female"
"ASV336","S59",-3.26401860103907,9.12828315260981,"Bacteroidetes",0,"Sheep18","Lamb","Female"
"ASV336","S6",4.24905368591053,0.0513266923239337,"Bacteroidetes",48,"Sheep2","Adult","Female"
"ASV336","S60",-1.80959772060283,9.47793415309168,"Bacteroidetes",0,"Sheep22","Lamb","Female"
"ASV336","S61",-3.32254316970843,9.22259801309721,"Bacteroidetes",0,"Sheep21","Lamb","Female"
"ASV336","S8",3.44393486943885,0.0589542665424569,"Bacteroidetes",36,"Sheep13","Adult","Female"
"ASV336","S9",4.56199087400639,0.0359517577853273,"Bacteroidetes",65,"Sheep5","Adult","Male"
"ASV337","S1",3.85561388766925,0.0613316280270493,"Cyanobacteria",36,"Sheep8","Adult","Female"
"ASV337","S10",-3.37486662263669,12.1868060727679,"Cyanobacteria",0,"Sheep6","Adult","Male"
"ASV337","S12",5.167545893975,0.0483540796118385,"Cyanobacteria",46,"Sheep20","Lamb","Female"
"ASV337","S14",-2.72266881034765,8.73880067479528,"Cyanobacteria",0,"Sheep24","Lamb","Male"
"ASV337","S18",-2.33516479734574,8.09384894974262,"Cyanobacteria",0,"Sheep28","Lamb","Male"
"ASV337","S20",4.69640999936907,0.0298114983973383,"Cyanobacteria",78,"Sheep14","Adult","Female"
"ASV337","S21",-4.03190158212279,9.37527961320083,"Cyanobacteria",0,"Sheep15","Adult","Male"
"ASV337","S23",3.39781160821578,0.0793288569424449,"Cyanobacteria",33,"Sheep12","Adult","Female"
"ASV337","S25",-4.45959235206,13.742760575889,"Cyanobacteria",0,"Sheep7","Adult","Female"
"ASV337","S28",-3.4072190921648,10.1646303525557,"Cyanobacteria",0,"Sheep17","Lamb","Female"
"ASV337","S31",3.20869328793961,0.121263627572463,"Cyanobacteria",22,"Sheep25","Lamb","Female"
"ASV337","S32",7.01957012613406,0.0311125703369056,"Cyanobacteria",112,"Sheep27","Lamb","Male"
"ASV337","S35",-2.52218116068794,11.7030821167127,"Cyanobacteria",0,"Sheep30","Lamb","Female"
"ASV337","S37",-3.90701128629431,7.45855912108125,"Cyanobacteria",0,"Sheep29","Lamb","Male"
"ASV337","S40",5.26434053233171,0.0240344368356789,"Cyanobacteria",93,"Sheep4","Adult","Male"
"ASV337","S43",-4.11415274131357,10.9487459258796,"Cyanobacteria",0,"Sheep10","Adult","Male"
"ASV337","S44",-4.77142294840177,7.47238741796886,"Cyanobacteria",0,"Sheep11","Adult","Female"
"ASV337","S45",-3.90122059654644,11.3142186399207,"Cyanobacteria",0,"Sheep9","Adult","Female"
"ASV337","S47",5.03578486344708,0.0473170287695435,"Cyanobacteria",52,"Sheep19","Lamb","Male"
"ASV337","S52",-2.9802483303758,10.4806772034064,"Cyanobacteria",0,"Sheep23","Lamb","Male"
"ASV337","S53",-3.10406491044198,14.2649522705112,"Cyanobacteria",0,"Sheep26","Lamb","Female"
"ASV337","S54",5.37853181551946,0.0377060644905529,"Cyanobacteria",66,"Sheep16","Lamb","Male"
"ASV337","S55",2.98244337021543,0.0744794273809004,"Cyanobacteria",25,"Sheep3","Adult","Female"
"ASV337","S56",-3.36588873186633,11.4054443905374,"Cyanobacteria",0,"Sheep1","Adult","Female"
"ASV337","S59",-3.2095825978515,9.18216168746816,"Cyanobacteria",0,"Sheep18","Lamb","Female"
"ASV337","S6",3.44563067318674,0.0714209804525834,"Cyanobacteria",28,"Sheep2","Adult","Female"
"ASV337","S60",7.6434691587529,0.0241372915659339,"Cyanobacteria",156,"Sheep22","Lamb","Female"
"ASV337","S61",-3.59890286647382,12.4048884146654,"Cyanobacteria",0,"Sheep21","Lamb","Female"
"ASV337","S8",-4.55719472814903,9.73846448888338,"Cyanobacteria",0,"Sheep13","Adult","Female"
"ASV337","S9",-4.30701799938296,10.6958524029197,"Cyanobacteria",0,"Sheep5","Adult","Male"
"ASV338","S1",-4.23754720368272,11.4293208451251,"Bacteroidetes",0,"Sheep8","Adult","Female"
"ASV338","S10",-3.52700265462852,12.8756759076478,"Bacteroidetes",0,"Sheep6","Adult","Male"
"ASV338","S12",6.4158119950289,0.0207403914973049,"Bacteroidetes",105,"Sheep20","Lamb","Female"
"ASV338","S14",5.14949805523014,0.0675506434557856,"Bacteroidetes",33,"Sheep24","Lamb","Male"
"ASV338","S18",6.72535873471693,0.0304379105122083,"Bacteroidetes",96,"Sheep28","Lamb","Male"
"ASV338","S20",-4.67046827278074,9.47955442105279,"Bacteroidetes",0,"Sheep14","Adult","Female"
"ASV338","S21",4.09921564261991,0.0403373805320968,"Bacteroidetes",55,"Sheep15","Adult","Male"
"ASV338","S23",-4.59281071507052,11.2455635328751,"Bacteroidetes",0,"Sheep12","Adult","Female"
"ASV338","S25",-4.16132492197941,9.89895097823059,"Bacteroidetes",0,"Sheep7","Adult","Female"
"ASV338","S28",5.38812551094201,0.0412802133758319,"Bacteroidetes",56,"Sheep17","Lamb","Female"
"ASV338","S31",-4.14878337043852,12.9075848153918,"Bacteroidetes",0,"Sheep25","Lamb","Female"
"ASV338","S32",-2.22325822443585,5.908610691253,"Bacteroidetes",0,"Sheep27","Lamb","Male"
"ASV338","S35",5.97337149943219,0.0427419432436216,"Bacteroidetes",62,"Sheep30","Lamb","Female"
"ASV338","S37",4.78867005782785,0.0440071809321228,"Bacteroidetes",55,"Sheep29","Lamb","Male"
"ASV338","S40",-4.20764320500649,9.70884927955936,"Bacteroidetes",0,"Sheep4","Adult","Male"
"ASV338","S43",-4.23359044813521,13.9997571415936,"Bacteroidetes",0,"Sheep10","Adult","Male"
"ASV338","S44",-4.44021419647301,12.3269723955232,"Bacteroidetes",0,"Sheep11","Adult","Female"
"ASV338","S45",-3.89438171086192,12.5478225679444,"Bacteroidetes",0,"Sheep9","Adult","Female"
"ASV338","S47",5.68953032918391,0.0330466738483444,"Bacteroidetes",82,"Sheep19","Lamb","Male"
"ASV338","S52",-3.00207085595209,11.9573488099584,"Bacteroidetes",0,"Sheep23","Lamb","Male"
"ASV338","S53",7.46271073735111,0.0180336420154936,"Bacteroidetes",169,"Sheep26","Lamb","Female"
"ASV338","S54",-3.66163978286626,14.0457445086321,"Bacteroidetes",0,"Sheep16","Lamb","Male"
"ASV338","S55",-4.59097524670046,12.8899771354285,"Bacteroidetes",0,"Sheep3","Adult","Female"
"ASV338","S56",-2.8661395155721,13.1659596283218,"Bacteroidetes",0,"Sheep1","Adult","Female"
"ASV338","S59",-2.93091068073114,11.5671748065896,"Bacteroidetes",0,"Sheep18","Lamb","Female"
"ASV338","S6",-3.91604909750407,9.34901734835289,"Bacteroidetes",0,"Sheep2","Adult","Female"
"ASV338","S60",-2.72227027994529,10.710968483566,"Bacteroidetes",0,"Sheep22","Lamb","Female"
"ASV338","S61",-2.9859101351718,9.98541003719516,"Bacteroidetes",0,"Sheep21","Lamb","Female"
"ASV338","S8",-4.63876990157307,12.72001321745,"Bacteroidetes",0,"Sheep13","Adult","Female"
"ASV338","S9",-4.59119138108148,9.09881237096342,"Bacteroidetes",0,"Sheep5","Adult","Male"
"ASV339","S1",-3.32497074405083,7.60373210127546,"Firmicutes",0,"Sheep8","Adult","Female"
"ASV339","S10",-3.49808006707232,12.6824762490602,"Firmicutes",0,"Sheep6","Adult","Male"
"ASV339","S12",6.87954444468549,0.0234723940018903,"Firmicutes",146,"Sheep20","Lamb","Female"
"ASV339","S14",-2.87448099102574,9.48364745559503,"Firmicutes",0,"Sheep24","Lamb","Male"
"ASV339","S18",-2.80461521166886,12.3680925437988,"Firmicutes",0,"Sheep28","Lamb","Male"
"ASV339","S20",-4.38452784423369,10.6236616954133,"Firmicutes",0,"Sheep14","Adult","Female"
"ASV339","S21",-3.92814906632922,8.18308688075033,"Firmicutes",0,"Sheep15","Adult","Male"
"ASV339","S23",-4.18531256475359,8.24973006624276,"Firmicutes",0,"Sheep12","Adult","Female"
"ASV339","S25",-4.54211321008298,16.1165766322479,"Firmicutes",0,"Sheep7","Adult","Female"
"ASV339","S28",4.82728788681912,0.0717031690477901,"Firmicutes",38,"Sheep17","Lamb","Female"
"ASV339","S31",4.79727980434567,0.0397205078098624,"Firmicutes",66,"Sheep25","Lamb","Female"
"ASV339","S32",-2.71766140550135,8.75978592153592,"Firmicutes",0,"Sheep27","Lamb","Male"
"ASV339","S35",-2.68623285416232,9.77788423718267,"Firmicutes",0,"Sheep30","Lamb","Female"
"ASV339","S37",-3.83518340001697,9.68699040972084,"Firmicutes",0,"Sheep29","Lamb","Male"
"ASV339","S40",3.8142951120301,0.0627544254628569,"Firmicutes",34,"Sheep4","Adult","Male"
"ASV339","S43",5.02153283503954,0.0396047846902228,"Firmicutes",68,"Sheep10","Adult","Male"
"ASV339","S44",3.78681527251697,0.0440824616761821,"Firmicutes",50,"Sheep11","Adult","Female"
"ASV339","S45",-4.34478927685212,15.7219867912202,"Firmicutes",0,"Sheep9","Adult","Female"
"ASV339","S47",-3.59535824542392,12.3732674680806,"Firmicutes",0,"Sheep19","Lamb","Male"
"ASV339","S52",6.48951047586447,0.0335170334159681,"Firmicutes",97,"Sheep23","Lamb","Male"
"ASV339","S53",-2.89281357214313,12.7178666997277,"Firmicutes",0,"Sheep26","Lamb","Female"
"ASV339","S54",5.57053627368335,0.0343847812439448,"Firmicutes",75,"Sheep16","Lamb","Male"
"ASV339","S55",-4.39327541597353,10.3514530057233,"Firmicutes",0,"Sheep3","Adult","Female"
"ASV339","S56",-2.77771776421892,10.2461930865444,"Firmicutes",0,"Sheep1","Adult","Female"
"ASV339","S59",5.65748887639406,0.0335093021697375,"Firmicutes",61,"Sheep18","Lamb","Female"
"ASV339","S6",4.77244984022743,0.0323898510733728,"Firmicutes",68,"Sheep2","Adult","Female"
"ASV339","S60",-2.6981809032756,11.1973796052652,"Firmicutes",0,"Sheep22","Lamb","Female"
"ASV339","S61",-3.52451589145768,14.9334020905292,"Firmicutes",0,"Sheep21","Lamb","Female"
"ASV339","S8",-4.55214369215655,12.9103924442505,"Firmicutes",0,"Sheep13","Adult","Female"
"ASV339","S9",-4.34449025185038,8.33199610574348,"Firmicutes",0,"Sheep5","Adult","Male"
"ASV34","S1",6.25971922023044,0.0161509266490899,"Cyanobacteria",192,"Sheep8","Adult","Female"
"ASV34","S10",4.78718589747138,0.0595707526283775,"Cyanobacteria",38,"Sheep6","Adult","Male"
"ASV34","S12",7.48545283976508,0.0153955497717518,"Cyanobacteria",223,"Sheep20","Lamb","Female"
"ASV34","S14",6.58873938741305,0.0271977310907847,"Cyanobacteria",91,"Sheep24","Lamb","Male"
"ASV34","S18",5.89460656528899,0.0555608641036174,"Cyanobacteria",54,"Sheep28","Lamb","Male"
"ASV34","S20",6.18309599770926,0.015515398438757,"Cyanobacteria",219,"Sheep14","Adult","Female"
"ASV34","S21",5.70145998818815,0.0192663741637574,"Cyanobacteria",169,"Sheep15","Adult","Male"
"ASV34","S23",6.2128275758581,0.0137768651099128,"Cyanobacteria",224,"Sheep12","Adult","Female"
"ASV34","S25",6.71010131580362,0.0159034830543125,"Cyanobacteria",279,"Sheep7","Adult","Female"
"ASV34","S28",6.1774245469243,0.0264476401655821,"Cyanobacteria",98,"Sheep17","Lamb","Female"
"ASV34","S31",6.30777374229697,0.0191240960792448,"Cyanobacteria",188,"Sheep25","Lamb","Female"
"ASV34","S32",6.41855641227988,0.0340838436208269,"Cyanobacteria",74,"Sheep27","Lamb","Male"
"ASV34","S35",-3.01322301361479,6.74475545000881,"Cyanobacteria",0,"Sheep30","Lamb","Female"
"ASV34","S37",5.76368823434874,0.0290542498307787,"Cyanobacteria",109,"Sheep29","Lamb","Male"
"ASV34","S40",4.11131192520392,0.0559674155410093,"Cyanobacteria",41,"Sheep4","Adult","Male"
"ASV34","S43",5.15933986775178,0.0394813769172693,"Cyanobacteria",76,"Sheep10","Adult","Male"
"ASV34","S44",6.70182490430858,0.00876563464232601,"Cyanobacteria",384,"Sheep11","Adult","Female"
"ASV34","S45",-3.41933198316234,7.18137186348171,"Cyanobacteria",0,"Sheep9","Adult","Female"
"ASV34","S47",7.3729554033558,0.0169303817737431,"Cyanobacteria",260,"Sheep19","Lamb","Male"
"ASV34","S52",8.13038549091093,0.0202157570745109,"Cyanobacteria",299,"Sheep23","Lamb","Male"
"ASV34","S53",6.07907514583523,0.0398961726930474,"Cyanobacteria",64,"Sheep26","Lamb","Female"
"ASV34","S54",6.22285651871936,0.0354846698438755,"Cyanobacteria",118,"Sheep16","Lamb","Male"
"ASV34","S55",5.48069772982765,0.0234810785813265,"Cyanobacteria",144,"Sheep3","Adult","Female"
"ASV34","S56",-2.80148726375782,10.508944270476,"Cyanobacteria",0,"Sheep1","Adult","Female"
"ASV34","S59",7.38553985238631,0.0148465194581292,"Cyanobacteria",204,"Sheep18","Lamb","Female"
"ASV34","S6",6.36222469468438,0.017233844540735,"Cyanobacteria",214,"Sheep2","Adult","Female"
"ASV34","S60",6.70602903713125,0.040849343948653,"Cyanobacteria",83,"Sheep22","Lamb","Female"
"ASV34","S61",4.45775647101894,0.0988581929986299,"Cyanobacteria",28,"Sheep21","Lamb","Female"
"ASV34","S8",6.6359535257793,0.0119883677672866,"Cyanobacteria",325,"Sheep13","Adult","Female"
"ASV34","S9",4.95511742310125,0.0289434113092949,"Cyanobacteria",86,"Sheep5","Adult","Male"
"ASV340","S1",5.21464262292281,0.026298575323668,"Bacteroidetes",94,"Sheep8","Adult","Female"
"ASV340","S10",5.18816506535511,0.0530891026108983,"Bacteroidetes",50,"Sheep6","Adult","Male"
"ASV340","S12",-3.37511710716777,10.1839128067945,"Bacteroidetes",0,"Sheep20","Lamb","Female"
"ASV340","S14",-3.01362874689896,14.6478969659072,"Bacteroidetes",0,"Sheep24","Lamb","Male"
"ASV340","S18",-2.6562767163512,11.9452179014749,"Bacteroidetes",0,"Sheep28","Lamb","Male"
"ASV340","S20",3.69675001421905,0.0670217633804871,"Bacteroidetes",39,"Sheep14","Adult","Female"
"ASV340","S21",3.36245900179468,0.059549758847953,"Bacteroidetes",34,"Sheep15","Adult","Male"
"ASV340","S23",2.29821035924913,0.103407483376021,"Bacteroidetes",15,"Sheep12","Adult","Female"
"ASV340","S25",-4.3055687189185,11.500322428886,"Bacteroidetes",0,"Sheep7","Adult","Female"
"ASV340","S28",-3.5199372641294,13.4271703573523,"Bacteroidetes",0,"Sheep17","Lamb","Female"
